318;01346;01340;St-didier-d'aussiat;594;39;46.00;5.00;859311;6579877
319;01347;01600;St-didier-de-formans;1288;197;46.00;5.00;837872;6540475
320;01348;01140;St-didier-sur-chalaronne;2065;83;46.00;5.00;840407;6564970
321;01349;01800;St-eloi;358;25;46.00;5.00;866585;6538968
322;01350;01370;St-etienne-du-bois;1982;70;46.00;5.00;875533;6578102
323;01351;01140;St-etienne-sur-chalaronne;1037;49;46.00;5.00;844316;6562840
324;01352;01190;St-etienne-sur-reyssouze;376;27;46.00;5.00;853644;6590840
325;01353;01600;Ste-euphémie;857;186;46.00;5.00;837822;6542695
326;01354;01630;St-genis-pouilly;5696;583;46.00;6.00;932608;6576685
327;01355;01380;St-genis-sur-menthon;324;28;46.00;5.00;855521;6577557
328;01356;01400;St-georges-sur-renon;126;22;46.00;5.00;856804;6557594
329;01357;01130;St-germain-de-joux;465;41;46.00;6.00;910549;6568103
330;01358;01300;St-germain-les-paroisses;273;17;46.00;6.00;903579;6522309
331;01359;01240;St-germain-sur-renon;190;12;46.00;5.00;858407;6555414
332;01360;01630;St-jean-de-gonville;1001;81;46.00;6.00;927343;6573152
333;01361;01800;St-jean-de-niost;810;57;46.00;5.00;872320;6528017
334;01362;01390;St-jean-de-thurigneux;504;31;46.00;5.00;845617;6540654
335;01364;01560;St-jean-sur-reyssouze;541;20;46.00;5.00;859020;6590979
336;01365;01290;St-jean-sur-veyle;926;83;46.00;5.00;847904;6574034
337;01366;01150;Ste-julie;529;47;46.00;5.00;876816;6533700
338;01367;01560;St-julien-sur-reyssouze;532;71;46.00;5.00;862860;6591080
339;01368;01540;St-julien-sur-veyle;522;53;46.00;5.00;850352;6568540
340;01370;01620;St-laurent-sur-saône;1710;3226;46.00;5.00;840844;6579421
341;01372;01510;St-martin-de-bavel;327;38;46.00;6.00;907938;6531345
342;01373;01430;St-martin-du-frêne;971;51;46.00;6.00;896851;6562089
343;01374;01160;St-martin-du-mont;1179;42;46.00;5.00;879971;6558234
344;01375;01310;St-martin-le-châtel;555;43;46.00;5.00;863218;6577759
345;01376;01700;St-maurice-de-beynost;3468;496;46.00;5.00;852919;6527502
346;01378;01800;St-maurice-de-gourdans;1575;62;46.00;5.00;870799;6526864
347;01379;01500;St-maurice-de-rémens;613;59;46.00;5.00;876591;6541471
348;01380;01560;St-nizier-le-bouchoux;625;22;46.00;5.00;865013;6596693
349;01381;01320;St-nizier-le-désert;484;19;46.00;5.00;866223;6552289
350;01382;01330;Ste-olive;196;27;46.00;5.00;849299;6548519
351;01383;01240;St-paul-de-varax;1081;42;46.00;5.00;864527;6557798
352;01384;01230;St-rambert-en-bugey;2112;74;46.00;5.00;888206;6541817
353;01385;01310;St-rémy;668;91;46.00;5.00;867372;6566762
354;01386;01150;St-sorlin-en-bugey;832;92;46.00;5.00;883793;6533906
355;01388;01560;St-trivier-de-courtes;1064;64;46.00;5.00;859583;6598770
356;01389;01990;St-trivier-sur-moignans;1471;35;46.00;5.00;846845;6554014
357;01390;01150;St-vulbas;710;33;46.00;5.00;876976;6528150
358;01391;01270;Salavre;246;32;46.36;5.35;880623;6588250
